temperature,fraction_melted
77.7222,0.0059
78.3348,0.0057
78.9475,0.0056
79.5524,0.0033
80.1728,0.0013
80.7855,0.0024
81.3981,0.0175
81.8808,0.0810
82.1314,0.1695
82.3208,0.2451
82.4643,0.3374
82.5966,0.4358
82.7781,0.5757
82.8725,0.6447
82.9735,0.7248
83.1284,0.8214
83.2997,0.9042
83.6074,0.9778
84.2200,0.9925
84.8327,0.9935
85.4453,0.9935
86.0580,0.9955
86.6706,0.9977
